Calendar year,Year level,Domain,State/territory,Student attribute,Subgroup,Reporting flag,Enrolled students,Participation (%),Participation (Num),Average NAPLAN score,Average NAPLAN score confidence interval,NAPLAN score standard deviation,Exempt (%),Needs additional support (%),Developing (%),Strong (%),Exceeding (%),Exceeding (CI),Strong or above (%),Strong or above (CI),Developing or above (%),Developing or above (CI)
2023,3,Writing,Australian Capital Territory,ABS remoteness,Inner regional,s.p.,,,,,,,,,,,,,,,,
2023,3,Writing,Australian Capital Territory,ABS remoteness,Outer regional,-,,,,,,,,,,,,,,,,
2023,3,Writing,Australian Capital Territory,ABS remoteness,Remote,-,,,,,,,,,,,,,,,,
2023,3,Writing,Australian Capital Territory,ABS remoteness,Very remote,-,,,,,,,,,,,,,,,,
2023,3,Writing,Australian Capital Territory,Language background,Non-LBOTE,,"3,913",92.0,"3,601",409.6,5.7,69.9,0.9,6.7,17.3,68.3,6.8,1.4,75.1,3.2,92.4,1.8
2023,3,Writing,Australian Capital Territory,Language background,LBOTE,,"2,152",94.4,"2,032",421.1,6.2,67.0,2.0,4.3,14.4,70.3,8.9,2.0,79.2,2.9,93.7,1.6
2023,3,Writing,Australian Capital Territory,Parental education,Parental education: bachelor,,"3,999",94.4,"3,774",426.8,4.3,63.8,0.9,3.0,13.1,73.1,9.8,1.4,83.0,1.9,96.1,0.9
2023,3,Writing,Australian Capital Territory,Parental education,Parental education: diploma,,699,91.6,640,398.4,6.8,68.7,0.9,8.7,18.4,68.1,3.9,1.6,72.0,4.6,90.4,2.9
2023,3,Writing,Australian Capital Territory,Parental education,Parental education: certificate,,820,90.2,740,379.5,7.3,71.9,2.3,13.0,25.2,57.3,2.1,1.2,59.5,5.1,84.6,4.0
2023,3,Writing,Australian Capital Territory,Parental education,Parental education: Year 12,,244,89.8,219,391.1,11.1,66.8,1.2,9.4,25.2,60.2,3.9,2.9,64.1,7.1,89.3,4.3
2023,3,Writing,Australian Capital Territory,Parental education,Parental education: Year 11,,131,86.3,113,348.1,16.4,79.5,6.9,24.4,26.9,40.9,0.9,2.1,41.8,10.7,68.7,10.3
2023,3,Writing,Australian Capital Territory,Parental education,Parental education: not stated,,202,85.6,173,405.7,13.5,69.7,3.0,6.7,19.6,64.9,5.8,4.8,70.7,7.9,90.3,5.3
2023,3,Writing,Australian Capital Territory,Parental occupation,Senior managers and professionals,,"3,013",94.2,"2,839",424.3,4.9,64.4,0.7,3.4,14.1,72.6,9.3,1.7,81.9,2.3,95.9,1.1
2023,3,Writing,Australian Capital Territory,Parental occupation,Other managers and associate professionals,,"1,290",92.9,"1,199",420.1,5.6,64.4,0.9,4.2,14.2,72.5,8.2,2.0,80.7,3.2,94.9,1.5
2023,3,Writing,Australian Capital Territory,Parental occupation,"Skilled trades, clerical and sales",,907,92.7,841,395.3,7.4,72.7,1.8,9.5,19.7,64.6,4.5,1.7,69.0,4.9,88.8,3.4
2023,3,Writing,Australian Capital Territory,Parental occupation,"Unskilled manual, office & sales",,297,90.2,268,387.6,10.9,73.3,2.7,12.4,23.8,57.2,3.9,2.5,61.1,7.9,84.9,5.4
2023,3,Writing,Australian Capital Territory,Parental occupation,Not in paid work for 12 months,,212,84.4,179,358.1,13.1,80.7,5.7,20.0,27.6,44.8,1.9,1.8,46.7,8.0,74.3,7.1
2023,3,Writing,Australian Capital Territory,Parental occupation,Parental occupation not stated/unknown,,376,88.6,333,397.0,12.4,72.5,2.9,9.5,21.3,61.3,4.9,2.7,66.3,7.3,87.6,4.9
2023,3,Writing,Australian Capital Territory,Indigeneity by ABS remoteness,Indigenous major cities,,207,80.7,167,353.8,13.9,80.4,5.3,23.9,25.1,45.0,0.7,1.3,45.7,8.1,70.8,8.4
2023,3,Writing,Australian Capital Territory,Indigeneity by ABS remoteness,Indigenous inner regional,s.p.,,,,,,,,,,,,,,,,
2023,3,Writing,Australian Capital Territory,Indigeneity by ABS remoteness,Indigenous outer regional,-,,,,,,,,,,,,,,,,
2023,3,Writing,Australian Capital Territory,Indigeneity by ABS remoteness,Indigenous remote,-,,,,,,,,,,,,,,,,
2023,3,Writing,Australian Capital Territory,Indigeneity by ABS remoteness,Indigenous very remote,-,,,,,,,,,,,,,,,,
2023,3,Writing,Australian Capital Territory,Indigeneity by ABS remoteness,Non-Indigenous major cities,,"5,803",93.3,"5,413",415.8,4.8,67.9,1.2,5.2,15.9,69.8,7.9,1.2,77.7,2.5,93.7,1.3
2023,3,Writing,Australian Capital Territory,Indigeneity by ABS remoteness,Non-Indigenous inner regional,s.p.,,,,,,,,,,,,,,,,
2023,3,Writing,Australian Capital Territory,Indigeneity by ABS remoteness,Non-Indigenous outer regional,-,,,,,,,,,,,,,,,,
2023,3,Writing,Australian Capital Territory,Indigeneity by ABS remoteness,Non-Indigenous remote,-,,,,,,,,,,,,,,,,
2023,3,Writing,Australian Capital Territory,Indigeneity by ABS remoteness,Non-Indigenous very remote,-,,,,,,,,,,,,,,,,
2023,3,Writing,Australia,All,All,,"322,152",94.5,"304,296",416.3,1.0,72.4,1.8,6.1,16.0,66.9,9.1,0.3,76.0,0.5,92.0,0.3
2023,3,Writing,Australia,Gender,Male,,"165,569",93.6,"155,054",404.9,1.1,74.5,2.4,8.1,19.1,63.2,7.1,0.3,70.3,0.5,89.4,0.3
2023,3,Writing,Australia,Gender,Female,,"156,549",95.3,"149,212",428.2,1.0,68.0,1.2,4.0,12.7,70.8,11.3,0.4,82.1,0.4,94.8,0.2
2023,3,Writing,Australia,Indigeneity,Indigenous,,"21,235",86.6,"18,394",346.9,2.9,87.7,2.8,25.9,28.3,41.5,1.5,0.2,42.9,1.2,71.2,1.2
2023,3,Writing,Australia,Indigeneity,Non-Indigenous,,"289,421",95.1,"275,177",421.5,0.9,68.3,1.7,4.7,15.0,68.9,9.7,0.3,78.6,0.4,93.7,0.2
2023,3,Writing,Australia,ABS remoteness,Major cities,,"234,301",95.2,"223,153",424.5,1.2,69.2,1.9,4.6,14.0,68.7,10.8,0.4,79.5,0.5,93.5,0.3
2023,3,Writing,Australia,ABS remoteness,Inner regional,,"55,636",93.5,"52,014",402.4,1.6,69.0,1.6,7.5,20.3,65.5,5.1,0.3,70.6,0.9,90.9,0.5
2023,3,Writing,Australia,ABS remoteness,Outer regional,,"25,223",92.5,"23,331",391.5,2.6,74.1,1.8,10.7,22.7,60.3,4.4,0.5,64.8,1.4,87.5,0.9
2023,3,Writing,Australia,ABS remoteness,Remote,,"4,042",89.7,"3,626",365.2,9.8,92.7,1.7,20.3,23.2,51.7,3.1,0.9,54.8,4.1,78.0,3.7
2023,3,Writing,Australia,ABS remoteness,Very remote,,"2,834",73.4,"2,079",300.2,13.7,108.9,1.5,46.1,22.6,28.4,1.4,0.5,29.8,4.5,52.4,5.5
2023,3,Writing,Australia,Language background,Non-LBOTE,,"208,766",94.1,"196,356",411.3,0.9,70.0,1.5,6.4,17.5,67.2,7.3,0.2,74.5,0.5,92.1,0.3
2023,3,Writing,Australia,Language background,LBOTE,,"95,439",95.4,"91,078",428.7,1.8,75.5,2.5,5.2,12.4,66.4,13.5,0.6,79.9,0.7,92.3,0.5
2023,3,Writing,Australia,Parental education,Parental education: bachelor,,"149,877",96.4,"144,473",441.6,0.9,61.8,1.3,1.8,9.4,73.0,14.5,0.4,87.5,0.3,96.9,0.2
2023,3,Writing,Australia,Parental education,Parental education: diploma,,"43,873",94.4,"41,399",410.1,0.9,65.6,1.6,5.5,17.8,69.2,5.9,0.3,75.1,0.6,92.9,0.3
2023,3,Writing,Australia,Parental education,Parental education: certificate,,"74,939",93.5,"70,032",393.0,0.9,69.3,1.7,9.2,23.1,62.4,3.6,0.2,65.9,0.5,89.1,0.4
2023,3,Writing,Australia,Parental education,Parental education: Year 12,,"16,961",93.2,"15,809",391.6,1.8,74.3,2.8,10.7,22.0,60.3,4.2,0.4,64.5,1.0,86.4,0.7
2023,3,Writing,Australia,Parental education,Parental education: Year 11,,"19,765",88.9,"17,567",356.7,2.4,83.6,3.9,21.3,27.9,45.2,1.7,0.3,46.9,1.1,74.8,1.0
2023,3,Writing,Australia,Parental education,Parental education: not stated,,"16,737",89.7,"15,016",401.8,3.4,83.1,4.8,10.4,18.1,58.7,8.0,0.8,66.7,1.6,84.7,1.2
2023,3,Writing,Australia,Parental occupation,Senior managers and professionals,,"97,647",96.5,"94,230",440.6,0.9,62.1,0.9,2.0,9.7,73.2,14.3,0.4,87.5,0.3,97.2,0.1
2023,3,Writing,Australia,Parental occupation,Other managers and associate professionals,,"67,129",95.7,"64,265",428.2,1.0,64.7,1.1,3.3,12.9,72.0,10.7,0.4,82.7,0.4,95.6,0.2
2023,3,Writing,Australia,Parental occupation,"Skilled trades, clerical and sales",,"65,133",94.5,"61,522",408.3,1.0,67.7,1.5,6.0,19.0,67.2,6.2,0.3,73.4,0.5,92.5,0.3
2023,3,Writing,Australia,Parental occupation,"Unskilled manual, office & sales",,"39,047",93.6,"36,556",392.7,1.3,72.4,2.5,9.9,22.6,60.8,4.2,0.3,65.0,0.7,87.6,0.5
2023,3,Writing,Australia,Parental occupation,Not in paid work for 12 months,,"26,825",89.2,"23,939",370.4,2.2,84.3,4.8,17.5,25.3,49.1,3.3,0.3,52.4,1.0,77.7,0.9
2023,3,Writing,Australia,Parental occupation,Parental occupation not stated/unknown,,"26,371",90.2,"23,784",394.1,2.6,82.7,4.2,12.1,20.1,56.9,6.7,0.6,63.6,1.3,83.7,0.9
2023,3,Writing,Australia,Indigeneity by ABS remoteness,Indigenous major cities,,"8,351",89.1,"7,444",366.0,2.5,77.6,3.3,18.6,27.9,48.1,2.1,0.4,50.2,1.6,78.1,1.2
2023,3,Writing,Australia,Indigeneity by ABS remoteness,Indigenous inner regional,,"5,570",90.3,"5,031",363.2,3.1,75.3,2.4,18.8,30.1,47.2,1.5,0.4,48.7,1.9,78.8,1.6
2023,3,Writing,Australia,Indigeneity by ABS remoteness,Indigenous outer regional,,"4,261",88.6,"3,775",345.3,4.7,81.5,2.9,25.9,30.4,39.7,1.1,0.5,40.8,2.4,71.2,2.3
2023,3,Writing,Australia,Indigeneity by ABS remoteness,Indigenous remote,,"1,211",79.4,961,290.7,15.1,97.8,2.8,48.4,26.5,22.0,0.3,0.3,22.3,4.2,48.8,6.1
2023,3,Writing,Australia,Indigeneity by ABS remoteness,Indigenous very remote,,"1,841",64.3,"1,183",252.3,12.0,95.0,2.0,65.6,21.2,11.0,0.2,0.2,11.2,2.3,32.5,4.8
2023,3,Writing,Australia,Indigeneity by ABS remoteness,Non-Indigenous major cities,,"217,551",95.5,"207,803",426.9,1.1,67.8,1.8,4.0,13.4,69.6,11.2,0.4,80.8,0.5,94.2,0.3
2023,3,Writing,Australia,Indigeneity by ABS remoteness,Non-Indigenous inner regional,,"47,823",93.9,"44,919",407.2,1.5,66.6,1.4,6.1,19.2,67.7,5.6,0.4,73.2,0.8,92.5,0.4
2023,3,Writing,Australia,Indigeneity by ABS remoteness,Non-Indigenous outer regional,,"20,348",93.4,"19,009",401.6,2.2,68.4,1.6,7.3,21.0,64.9,5.2,0.5,70.1,1.2,91.1,0.7
2023,3,Writing,Australia,Indigeneity by ABS remoteness,Non-Indigenous remote,,"2,751",94.3,"2,594",398.1,5.3,68.2,1.3,7.7,21.7,65.0,4.3,1.2,69.3,3.0,91.0,1.7
2023,3,Writing,Australia,Indigeneity by ABS remoteness,Non-Indigenous very remote,,939,90.4,849,391.2,6.6,68.6,0.5,8.9,24.6,62.0,3.9,1.4,65.9,4.2,90.5,2.5
2023,3,Spelling,New South Wales,All,All,,"99,235",96.6,"95,825",416.2,2.1,89.1,1.7,9.2,23.0,45.4,20.7,0.8,66.2,0.9,89.2,0.5
2023,3,Spelling,New South Wales,Gender,Male,,"51,253",96.0,"49,201",412.7,2.4,92.3,2.2,10.6,23.4,43.2,20.6,0.9,63.8,1.0,87.2,0.6
2023,3,Spelling,New South Wales,Gender,Female,,"47,979",97.2,"46,621",419.9,2.2,85.4,1.1,7.6,22.6,47.8,20.9,0.9,68.7,0.9,91.3,0.5
2023,3,Spelling,New South Wales,Indigeneity,Indigenous,,"6,915",93.1,"6,435",350.5,3.3,92.8,2.7,27.2,31.9,32.1,6.1,0.7,38.2,1.5,70.1,1.7
2023,3,Spelling,New South Wales,Indigeneity,Non-Indigenous,,"87,237",97.0,"84,590",421.7,2.1,86.6,1.4,7.6,22.3,46.6,22.0,0.8,68.6,0.9,90.9,0.4
2023,3,Spelling,New South Wales,ABS remoteness,Major cities,,"75,591",97.2,"73,457",426.0,2.4,87.5,1.8,7.4,20.6,46.4,23.8,0.9,70.2,1.0,90.9,0.5
2023,3,Spelling,New South Wales,ABS remoteness,Inner regional,,"19,070",94.8,"18,073",388.1,2.6,86.0,1.4,13.9,30.1,43.3,11.4,0.7,54.7,1.4,84.8,1.1
2023,3,Spelling,New South Wales,ABS remoteness,Outer regional,,"4,095",94.0,"3,850",374.4,5.7,87.6,1.6,17.7,32.8,38.9,9.0,1.3,47.9,2.8,80.7,2.3
2023,3,Spelling,New South Wales,ABS remoteness,Remote,,340,92.6,315,345.2,15.1,93.7,1.2,28.7,35.1,28.8,6.3,2.9,35.1,7.8,70.1,7.9
2023,3,Spelling,New South Wales,ABS remoteness,Very remote,,94,92.6,87,320.7,30.7,97.7,0.0,41.7,23.2,33.0,2.1,3.3,35.1,12.9,58.3,15.3
2023,3,Spelling,New South Wales,Language background,Non-LBOTE,,"57,515",96.2,"55,334",402.5,1.9,86.9,1.3,11.0,26.6,45.4,15.7,0.6,61.1,0.9,87.7,0.6
2023,3,Spelling,New South Wales,Language background,LBOTE,,"32,636",97.5,"31,834",442.6,3.4,87.4,2.0,5.6,16.2,45.6,30.6,1.5,76.2,1.3,92.4,0.7
2023,3,Spelling,New South Wales,Parental education,Parental education: bachelor,,"45,384",97.6,"44,310",446.4,2.1,79.6,1.1,3.2,16.6,48.7,30.4,1.1,79.0,0.8,95.7,0.3
2023,3,Spelling,New South Wales,Parental education,Parental education: diploma,,"12,958",96.4,"12,497",407.4,2.0,81.4,1.5,8.5,26.7,47.5,15.6,0.8,63.2,1.0,89.9,0.7
2023,3,Spelling,New South Wales,Parental education,Parental education: certificate,,"22,558",96.1,"21,683",385.7,1.8,85.6,1.5,14.5,30.5,42.8,10.7,0.5,53.5,1.0,84.0,0.8
2023,3,Spelling,New South Wales,Parental education,Parental education: Year 12,,"5,074",95.8,"4,859",393.8,3.0,87.4,2.5,12.7,28.2,43.5,13.0,1.2,56.5,1.6,84.8,1.2
2023,3,Spelling,New South Wales,Parental education,Parental education: Year 11,,"7,085",93.4,"6,618",354.4,3.4,95.6,3.6,26.9,29.4,32.8,7.3,0.8,40.1,1.5,69.5,1.5
2023,3,Spelling,New South Wales,Parental education,Parental education: not stated,,"6,176",94.9,"5,858",410.0,5.1,92.6,4.1,11.0,22.9,42.7,19.3,1.9,62.0,2.3,84.9,1.5
2023,3,Spelling,New South Wales,Parental occupation,Senior managers and professionals,,"28,889",97.9,"28,286",441.0,2.0,80.2,0.8,3.7,18.4,48.9,28.2,1.0,77.1,0.8,95.6,0.4
2023,3,Spelling,New South Wales,Parental occupation,Other managers and associate professionals,,"20,101",97.2,"19,530",429.7,2.3,82.7,1.0,5.5,21.2,48.3,24.0,1.1,72.3,1.0,93.5,0.5
2023,3,Spelling,New South Wales,Parental occupation,"Skilled trades, clerical and sales",,"21,047",96.5,"20,316",406.2,2.2,86.2,1.4,10.1,26.5,45.3,16.7,0.8,62.0,1.0,88.5,0.6
2023,3,Spelling,New South Wales,Parental occupation,"Unskilled manual, office & sales",,"11,512",96.1,"11,064",390.8,2.8,90.6,2.1,14.9,27.6,41.8,13.6,1.0,55.5,1.4,83.0,0.9
2023,3,Spelling,New South Wales,Parental occupation,Not in paid work for 12 months,,"10,769",93.5,"10,067",373.4,3.4,98.8,4.0,21.5,26.8,36.3,11.4,0.9,47.7,1.4,74.5,1.3
2023,3,Spelling,New South Wales,Parental occupation,Parental occupation not stated/unknown,,"6,917",94.9,"6,562",409.3,4.6,92.3,3.9,11.0,23.1,42.9,19.0,1.7,61.9,2.1,85.0,1.3
2023,3,Spelling,New South Wales,Indigeneity by ABS remoteness,Indigenous major cities,,"3,213",93.7,"3,010",360.0,4.5,92.8,3.1,23.8,31.0,34.6,7.5,1.0,42.1,2.3,73.0,2.3
2023,3,Spelling,New South Wales,Indigeneity by ABS remoteness,Indigenous inner regional,,"2,630",92.5,"2,432",349.5,5.2,91.9,2.1,27.6,32.5,31.9,5.8,1.1,37.8,2.3,70.3,2.7
2023,3,Spelling,New South Wales,Indigeneity by ABS remoteness,Indigenous outer regional,,874,93.6,818,329.7,9.3,89.7,3.0,33.8,33.6,26.6,3.0,1.5,29.6,4.0,63.2,4.6
2023,3,Spelling,New South Wales,Indigeneity by ABS remoteness,Indigenous remote,,144,86.8,125,303.9,15.7,84.6,2.8,43.9,35.4,16.7,1.3,2.3,17.9,5.9,53.3,9.5
2023,3,Spelling,New South Wales,Indigeneity by ABS remoteness,Indigenous very remote,,54,92.6,50,294.8,28.6,91.1,0.0,55.2,19.3,25.6,0.0,0.0,25.6,11.9,44.8,17.0
2023,3,Spelling,New South Wales,Indigeneity by ABS remoteness,Non-Indigenous major cities,,"68,611",97.4,"66,857",429.3,2.3,85.9,1.5,6.5,20.1,47.1,24.7,1.0,71.8,0.9,92.0,0.5
2023,3,Spelling,New South Wales,Indigeneity by ABS remoteness,Non-Indigenous inner regional,,"15,401",95.4,"14,692",394.9,2.4,83.0,1.2,11.4,29.7,45.4,12.3,0.7,57.7,1.4,87.4,0.9
2023,3,Spelling,New South Wales,Indigeneity by ABS remoteness,Non-Indigenous outer regional,,"3,023",94.2,"2,847",387.8,4.8,82.6,1.1,12.9,32.6,42.6,10.9,1.5,53.5,2.7,86.1,1.7
2023,3,Spelling,New South Wales,Indigeneity by ABS remoteness,Non-Indigenous remote,,172,97.1,167,375.2,13.0,87.0,0.0,17.1,35.9,37.3,9.7,4.4,47.0,8.4,82.9,6.9
2023,3,Spelling,New South Wales,Indigeneity by ABS remoteness,Non-Indigenous very remote,n.p.,,,,,,,,,,,,,,,,
2023,3,Spelling,Victoria,All,All,,"82,011",94.9,"77,855",409.9,1.9,86.3,2.4,9.0,26.0,44.9,17.7,0.7,62.6,0.9,88.6,0.6
2023,3,Spelling,Victoria,Gender,Male,,"41,993",94.3,"39,589",408.3,2.2,88.7,3.3,9.9,25.7,43.3,17.7,0.8,61.1,1.1,86.8,0.8
2023,3,Spelling,Victoria,Gender,Female,,"40,001",95.6,"38,250",411.5,2.0,83.7,1.5,8.0,26.4,46.5,17.6,0.7,64.1,1.0,90.5,0.5
2023,3,Spelling,Victoria,Indigeneity,Indigenous,,"1,608",87.8,"1,412",353.7,5.8,90.9,5.4,24.1,32.7,32.1,5.8,1.7,37.8,3.1,70.5,2.8
2023,3,Spelling,Victoria,Indigeneity,Non-Indigenous,,"75,923",95.0,"72,151",411.6,1.9,85.5,2.3,8.5,25.9,45.3,18.0,0.7,63.4,0.9,89.2,0.6
2023,3,Spelling,Victoria,ABS remoteness,Major cities,,"64,040",95.2,"60,984",417.0,2.2,85.7,2.5,7.7,24.0,46.0,19.8,0.8,65.8,1.0,89.8,0.7
2023,3,Spelling,Victoria,ABS remoteness,Inner regional,,"15,021",94.3,"14,161",386.0,3.0,83.4,2.2,13.3,32.7,41.4,10.5,0.9,51.9,1.5,84.6,1.2
2023,3,Spelling,Victoria,ABS remoteness,Outer regional,,"2,910",91.9,"2,674",378.1,5.6,84.3,2.4,14.7,35.5,38.1,9.2,1.3,47.3,2.9,82.9,2.5
2023,3,Spelling,Victoria,ABS remoteness,Remote,,36,88.9,32,355.8,32.9,75.1,0.0,17.8,47.8,31.7,2.8,6.5,34.4,13.1,82.2,17.9
2023,3,Spelling,Victoria,ABS remoteness,Very remote,-,,,,,,,,,,,,,,,,
2023,3,Spelling,Victoria,Language background,Non-LBOTE,,"51,175",94.4,"48,296",398.5,1.7,83.8,2.1,10.3,29.8,44.0,13.7,0.5,57.7,0.9,87.6,0.6
2023,3,Spelling,Victoria,Language background,LBOTE,,"30,836",95.9,"29,559",428.9,3.0,87.1,2.9,6.9,19.7,46.3,24.2,1.3,70.6,1.3,90.3,0.9
2023,3,Spelling,Victoria,Parental education,Parental education: bachelor,,"43,154",96.7,"41,742",432.4,2.0,80.3,1.5,4.3,21.3,48.6,24.2,0.9,72.8,0.9,94.1,0.4
2023,3,Spelling,Victoria,Parental education,Parental education: diploma,,"11,826",94.4,"11,169",393.5,2.1,81.6,2.3,11.1,30.8,44.4,11.5,0.7,55.8,1.2,86.6,0.9
2023,3,Spelling,Victoria,Parental education,Parental education: certificate,,"15,843",92.8,"14,702",378.1,1.9,84.0,2.6,15.3,33.6,39.7,8.8,0.6,48.5,1.1,82.0,0.9
2023,3,Spelling,Victoria,Parental education,Parental education: Year 12,,"3,829",93.8,"3,592",387.3,4.2,87.6,4.6,14.1,29.2,40.6,11.5,1.3,52.1,2.2,81.3,1.8
2023,3,Spelling,Victoria,Parental education,Parental education: Year 11,,"4,024",89.2,"3,588",357.8,4.1,90.8,6.2,23.1,31.3,32.5,6.9,0.9,39.3,2.3,70.7,1.9
2023,3,Spelling,Victoria,Parental education,Parental education: not stated,,"3,335",91.8,"3,062",410.4,5.4,88.5,6.4,9.1,24.0,43.0,17.6,1.9,60.6,3.1,84.5,2.2
2023,3,Spelling,Victoria,Parental occupation,Senior managers and professionals,,"26,547",96.9,"25,727",432.6,2.0,79.9,1.1,4.1,21.9,48.7,24.3,1.0,73.0,1.0,94.8,0.4
2023,3,Spelling,Victoria,Parental occupation,Other managers and associate professionals,,"18,293",96.2,"17,592",417.0,2.2,82.4,1.3,6.8,25.5,47.3,19.1,1.0,66.4,1.1,91.9,0.5
2023,3,Spelling,Victoria,Parental occupation,"Skilled trades, clerical and sales",,"14,963",94.4,"14,118",397.6,2.1,83.7,2.0,10.7,30.1,43.7,13.6,0.8,57.3,1.2,87.3,0.8
2023,3,Spelling,Victoria,Parental occupation,"Unskilled manual, office & sales",,"11,131",93.7,"10,433",386.9,2.6,87.5,3.5,14.6,29.2,41.0,11.7,0.8,52.6,1.4,81.9,1.1
2023,3,Spelling,Victoria,Parental occupation,Not in paid work for 12 months,,"7,327",89.2,"6,533",366.0,3.3,92.3,7.5,20.4,29.9,34.2,7.9,0.8,42.1,1.8,72.0,1.6
2023,3,Spelling,Victoria,Parental occupation,Parental occupation not stated/unknown,,"3,750",92.1,"3,452",409.9,5.6,88.2,5.6,9.2,24.2,43.7,17.3,1.9,61.0,3.0,85.2,2.0
2023,3,Spelling,Victoria,Indigeneity by ABS remoteness,Indigenous major cities,,717,86.3,619,359.0,8.1,92.7,5.6,22.9,31.2,33.1,7.1,2.8,40.3,4.3,71.5,3.8
2023,3,Spelling,Victoria,Indigeneity by ABS remoteness,Indigenous inner regional,,653,90.5,591,350.7,8.9,89.9,5.5,25.1,33.0,31.3,5.1,1.9,36.3,4.4,69.3,5.0
2023,3,Spelling,Victoria,Indigeneity by ABS remoteness,Indigenous outer regional,,236,84.7,200,346.1,15.9,87.7,4.7,24.5,35.8,31.4,3.6,2.8,35.0,7.7,70.8,7.8
2023,3,Spelling,Victoria,Indigeneity by ABS remoteness,Indigenous remote,n.p.,,,,,,,,,,,,,,,,
2023,3,Spelling,Victoria,Indigeneity by ABS remoteness,Indigenous very remote,-,,,,,,,,,,,,,,,,
2023,3,Spelling,Victoria,Indigeneity by ABS remoteness,Non-Indigenous major cities,,"59,814",95.3,"56,995",418.2,2.2,85.1,2.3,7.4,23.9,46.4,20.0,0.8,66.4,1.0,90.3,0.7
2023,3,Spelling,Victoria,Indigeneity by ABS remoteness,Non-Indigenous inner regional,,"13,551",94.4,"12,790",387.9,3.0,82.2,2.0,12.5,32.8,42.1,10.7,0.9,52.8,1.5,85.6,1.1
2023,3,Spelling,Victoria,Indigeneity by ABS remoteness,Non-Indigenous outer regional,,"2,529",92.5,"2,340",382.0,5.4,83.1,2.2,13.5,35.3,39.1,9.9,1.5,49.0,3.0,84.3,2.3
2023,3,Spelling,Victoria,Indigeneity by ABS remoteness,Non-Indigenous remote,n.p.,,,,,,,,,,,,,,,,
2023,3,Spelling,Victoria,Indigeneity by ABS remoteness,Non-Indigenous very remote,-,,,,,,,,,,,,,,,,
2023,3,Spelling,Queensland,All,All,,"68,203",92.3,"62,929",388.8,2.6,89.4,1.1,14.6,29.6,42.0,12.7,0.7,54.7,1.2,84.3,0.8
2023,3,Spelling,Queensland,Gender,Male,,"34,980",91.2,"31,905",384.9,2.8,91.9,1.4,16.3,29.7,40.0,12.6,0.7,52.6,1.3,82.3,0.9
2023,3,Spelling,Queensland,Gender,Female,,"33,215",93.4,"31,019",392.8,2.6,86.6,0.8,12.9,29.4,44.1,12.9,0.8,57.0,1.2,86.4,0.8
2023,3,Spelling,Queensland,Indigeneity,Indigenous,,"6,503",85.8,"5,581",330.9,4.4,94.3,1.5,35.3,32.3,26.5,4.4,0.6,30.9,1.6,63.2,2.1
2023,3,Spelling,Queensland,Indigeneity,Non-Indigenous,,"60,629",93.1,"56,451",395.3,2.4,86.4,1.0,12.3,29.3,43.8,13.6,0.7,57.4,1.1,86.7,0.7
2023,3,Spelling,Queensland,ABS remoteness,Major cities,,"44,252",93.2,"41,221",399.7,3.2,87.2,1.2,11.5,27.9,44.4,15.0,0.9,59.4,1.5,87.3,0.9
2023,3,Spelling,Queensland,ABS remoteness,Inner regional,,"12,680",90.9,"11,532",372.2,3.8,87.3,1.1,18.7,33.2,38.5,8.5,0.8,47.0,1.8,80.2,1.5
2023,3,Spelling,Queensland,ABS remoteness,Outer regional,,"9,436",91.2,"8,606",372.6,5.3,89.2,0.7,18.9,32.4,38.7,9.2,1.2,47.9,2.4,80.3,2.1
2023,3,Spelling,Queensland,ABS remoteness,Remote,,946,88.6,838,340.3,16.5,99.1,1.1,32.7,30.3,29.5,6.4,2.1,35.9,6.1,66.2,7.7
2023,3,Spelling,Queensland,ABS remoteness,Very remote,,880,82.2,723,306.6,14.6,97.9,1.3,44.8,30.5,20.6,2.8,1.5,23.4,4.9,53.9,6.9
2023,3,Spelling,Queensland,Language background,Non-LBOTE,,"56,019",92.1,"51,588",383.4,2.2,87.0,1.0,15.2,31.5,41.6,10.7,0.5,52.3,1.1,83.9,0.8
2023,3,Spelling,Queensland,Language background,LBOTE,,"11,326",93.8,"10,624",417.6,5.9,94.5,1.7,10.8,20.0,44.8,22.7,2.0,67.5,2.3,87.5,1.5
2023,3,Spelling,Queensland,Parental education,Parental education: bachelor,,"27,896",95.2,"26,560",420.3,2.4,79.9,0.7,5.8,24.6,49.1,19.8,1.0,68.9,1.1,93.5,0.5
2023,3,Spelling,Queensland,Parental education,Parental education: diploma,,"9,960",92.1,"9,173",381.9,2.3,83.1,0.8,14.5,33.3,42.1,9.4,0.7,51.5,1.2,84.8,0.9
2023,3,Spelling,Queensland,Parental education,Parental education: certificate,,"18,904",91.3,"17,254",366.2,2.1,86.5,1.0,20.2,34.5,37.0,7.2,0.5,44.3,1.1,78.8,0.9
2023,3,Spelling,Queensland,Parental education,Parental education: Year 12,,"4,069",90.4,"3,679",361.0,3.7,91.9,1.6,23.5,32.0,35.5,7.4,1.1,42.9,2.1,74.9,1.8
2023,3,Spelling,Queensland,Parental education,Parental education: Year 11,,"3,485",85.7,"2,987",327.3,4.3,91.4,1.9,36.1,33.1,25.5,3.4,0.7,28.9,1.8,62.0,2.1
2023,3,Spelling,Queensland,Parental education,Parental education: not stated,,"3,889",84.2,"3,276",372.2,9.5,100.0,4.4,21.7,26.2,36.6,11.1,2.2,47.6,4.2,73.8,3.5
