,year,state_name,affiliation,sex,arr_all,join_key
5763,2015,WA,All affiliations,Male,79.4,WA|2015|All affiliations|Male
5768,2015,WA,All affiliations,Female,86.5,WA|2015|All affiliations|Female
5773,2015,WA,All affiliations,Persons,82.8,WA|2015|All affiliations|Persons
5778,2015,Tas,Government,Male,70.6,Tas|2015|Government|Male
5783,2015,Tas,Government,Female,77.8,Tas|2015|Government|Female
5788,2015,Tas,Government,Persons,74.1,Tas|2015|Government|Persons
5793,2015,Tas,Non-Government,Male,62.7,Tas|2015|Non-Government|Male
5798,2015,Tas,Non-Government,Female,71.1,Tas|2015|Non-Government|Female
5803,2015,Tas,Non-Government,Persons,66.9,Tas|2015|Non-Government|Persons
5808,2015,Tas,Catholic,Male,54.4,Tas|2015|Catholic|Male
5813,2015,Tas,Catholic,Female,66.2,Tas|2015|Catholic|Female
5818,2015,Tas,Catholic,Persons,60.4,Tas|2015|Catholic|Persons
5823,2015,Tas,Independent,Male,75.5,Tas|2015|Independent|Male
5828,2015,Tas,Independent,Female,79.2,Tas|2015|Independent|Female
5833,2015,Tas,Independent,Persons,77.4,Tas|2015|Independent|Persons
5838,2015,Tas,All affiliations,Male,68.0,Tas|2015|All affiliations|Male
5843,2015,Tas,All affiliations,Female,75.5,Tas|2015|All affiliations|Female
5848,2015,Tas,All affiliations,Persons,71.7,Tas|2015|All affiliations|Persons
5853,2015,NT,Government,Male,47.2,NT|2015|Government|Male
5858,2015,NT,Government,Female,59.2,NT|2015|Government|Female
5863,2015,NT,Government,Persons,52.9,NT|2015|Government|Persons
5868,2015,NT,Non-Government,Male,56.2,NT|2015|Non-Government|Male
5873,2015,NT,Non-Government,Female,54.7,NT|2015|Non-Government|Female
5878,2015,NT,Non-Government,Persons,55.5,NT|2015|Non-Government|Persons
5883,2015,NT,Catholic,Male,58.3,NT|2015|Catholic|Male
5888,2015,NT,Catholic,Female,51.1,NT|2015|Catholic|Female
5893,2015,NT,Catholic,Persons,54.8,NT|2015|Catholic|Persons
5898,2015,NT,Independent,Male,55.0,NT|2015|Independent|Male
5903,2015,NT,Independent,Female,56.6,NT|2015|Independent|Female
5908,2015,NT,Independent,Persons,55.8,NT|2015|Independent|Persons
5913,2015,NT,All affiliations,Male,50.2,NT|2015|All affiliations|Male
5918,2015,NT,All affiliations,Female,57.6,NT|2015|All affiliations|Female
5923,2015,NT,All affiliations,Persons,53.7,NT|2015|All affiliations|Persons
5928,2015,ACT,Government,Male,100.0,ACT|2015|Government|Male
5933,2015,ACT,Government,Female,100.0,ACT|2015|Government|Female
5938,2015,ACT,Government,Persons,100.0,ACT|2015|Government|Persons
5943,2015,ACT,Non-Government,Male,78.8,ACT|2015|Non-Government|Male
5948,2015,ACT,Non-Government,Female,71.1,ACT|2015|Non-Government|Female
5953,2015,ACT,Non-Government,Persons,74.9,ACT|2015|Non-Government|Persons
5958,2015,ACT,Catholic,Male,77.2,ACT|2015|Catholic|Male
5963,2015,ACT,Catholic,Female,68.1,ACT|2015|Catholic|Female
5968,2015,ACT,Catholic,Persons,72.6,ACT|2015|Catholic|Persons
5973,2015,ACT,Independent,Male,82.0,ACT|2015|Independent|Male
5978,2015,ACT,Independent,Female,77.1,ACT|2015|Independent|Female
5983,2015,ACT,Independent,Persons,79.5,ACT|2015|Independent|Persons
5988,2015,ACT,All affiliations,Male,94.0,ACT|2015|All affiliations|Male
5993,2015,ACT,All affiliations,Female,99.2,ACT|2015|All affiliations|Female
5998,2015,ACT,All affiliations,Persons,96.6,ACT|2015|All affiliations|Persons
6003,2014,NSW,Government,Male,69.2,NSW|2014|Government|Male
6008,2014,NSW,Government,Female,79.1,NSW|2014|Government|Female
6013,2014,NSW,Government,Persons,74.0,NSW|2014|Government|Persons
6018,2014,NSW,Non-Government,Male,82.0,NSW|2014|Non-Government|Male
6023,2014,NSW,Non-Government,Female,86.9,NSW|2014|Non-Government|Female
6028,2014,NSW,Non-Government,Persons,84.4,NSW|2014|Non-Government|Persons
6033,2014,NSW,Catholic,Male,79.2,NSW|2014|Catholic|Male
6038,2014,NSW,Catholic,Female,84.6,NSW|2014|Catholic|Female
6043,2014,NSW,Catholic,Persons,81.9,NSW|2014|Catholic|Persons
6048,2014,NSW,Independent,Male,86.5,NSW|2014|Independent|Male
6053,2014,NSW,Independent,Female,90.8,NSW|2014|Independent|Female
6058,2014,NSW,Independent,Persons,88.6,NSW|2014|Independent|Persons
6063,2014,NSW,All affiliations,Male,74.1,NSW|2014|All affiliations|Male
6068,2014,NSW,All affiliations,Female,82.2,NSW|2014|All affiliations|Female
6073,2014,NSW,All affiliations,Persons,78.1,NSW|2014|All affiliations|Persons
6078,2014,Vic,Government,Male,78.0,Vic|2014|Government|Male
6083,2014,Vic,Government,Female,87.6,Vic|2014|Government|Female
6088,2014,Vic,Government,Persons,82.5,Vic|2014|Government|Persons
6093,2014,Vic,Non-Government,Male,85.5,Vic|2014|Non-Government|Male
6098,2014,Vic,Non-Government,Female,92.0,Vic|2014|Non-Government|Female
6103,2014,Vic,Non-Government,Persons,88.8,Vic|2014|Non-Government|Persons
6108,2014,Vic,Catholic,Male,80.8,Vic|2014|Catholic|Male
6113,2014,Vic,Catholic,Female,88.0,Vic|2014|Catholic|Female
6118,2014,Vic,Catholic,Persons,84.4,Vic|2014|Catholic|Persons
6123,2014,Vic,Independent,Male,91.6,Vic|2014|Independent|Male
6128,2014,Vic,Independent,Female,97.4,Vic|2014|Independent|Female
6133,2014,Vic,Independent,Persons,94.5,Vic|2014|Independent|Persons
6138,2014,Vic,All affiliations,Male,81.1,Vic|2014|All affiliations|Male
6143,2014,Vic,All affiliations,Female,89.6,Vic|2014|All affiliations|Female
6148,2014,Vic,All affiliations,Persons,85.2,Vic|2014|All affiliations|Persons
6153,2014,Qld,Government,Male,79.5,Qld|2014|Government|Male
6158,2014,Qld,Government,Female,86.5,Qld|2014|Government|Female
6163,2014,Qld,Government,Persons,82.9,Qld|2014|Government|Persons
6168,2014,Qld,Non-Government,Male,93.7,Qld|2014|Non-Government|Male
6173,2014,Qld,Non-Government,Female,94.0,Qld|2014|Non-Government|Female
6178,2014,Qld,Non-Government,Persons,93.9,Qld|2014|Non-Government|Persons
6183,2014,Qld,Catholic,Male,91.6,Qld|2014|Catholic|Male
6188,2014,Qld,Catholic,Female,92.4,Qld|2014|Catholic|Female
6193,2014,Qld,Catholic,Persons,92.0,Qld|2014|Catholic|Persons
6198,2014,Qld,Independent,Male,96.1,Qld|2014|Independent|Male
6203,2014,Qld,Independent,Female,95.7,Qld|2014|Independent|Female
6208,2014,Qld,Independent,Persons,95.9,Qld|2014|Independent|Persons
6213,2014,Qld,All affiliations,Male,84.9,Qld|2014|All affiliations|Male
6218,2014,Qld,All affiliations,Female,89.4,Qld|2014|All affiliations|Female
6223,2014,Qld,All affiliations,Persons,87.1,Qld|2014|All affiliations|Persons
6228,2014,SA,Government,Male,84.9,SA|2014|Government|Male
6233,2014,SA,Government,Female,97.6,SA|2014|Government|Female
6238,2014,SA,Government,Persons,90.9,SA|2014|Government|Persons
6243,2014,SA,Non-Government,Male,92.7,SA|2014|Non-Government|Male
6248,2014,SA,Non-Government,Female,99.4,SA|2014|Non-Government|Female
6253,2014,SA,Non-Government,Persons,96.1,SA|2014|Non-Government|Persons
6258,2014,SA,Catholic,Male,91.7,SA|2014|Catholic|Male
6263,2014,SA,Catholic,Female,97.4,SA|2014|Catholic|Female
6268,2014,SA,Catholic,Persons,94.6,SA|2014|Catholic|Persons
6273,2014,SA,Independent,Male,93.7,SA|2014|Independent|Male
6278,2014,SA,Independent,Female,100.0,SA|2014|Independent|Female
6283,2014,SA,Independent,Persons,97.7,SA|2014|Independent|Persons
6288,2014,SA,All affiliations,Male,88.0,SA|2014|All affiliations|Male
6293,2014,SA,All affiliations,Female,98.4,SA|2014|All affiliations|Female
6298,2014,SA,All affiliations,Persons,93.0,SA|2014|All affiliations|Persons
6303,2014,WA,Government,Male,90.9,WA|2014|Government|Male
6308,2014,WA,Government,Female,100.0,WA|2014|Government|Female
6313,2014,WA,Government,Persons,95.8,WA|2014|Government|Persons
6318,2014,WA,Non-Government,Male,80.2,WA|2014|Non-Government|Male
6323,2014,WA,Non-Government,Female,84.4,WA|2014|Non-Government|Female
6328,2014,WA,Non-Government,Persons,82.3,WA|2014|Non-Government|Persons
6333,2014,WA,Catholic,Male,77.4,WA|2014|Catholic|Male
6338,2014,WA,Catholic,Female,83.2,WA|2014|Catholic|Female
6343,2014,WA,Catholic,Persons,80.2,WA|2014|Catholic|Persons
6348,2014,WA,Independent,Male,83.1,WA|2014|Independent|Male
6353,2014,WA,Independent,Female,85.6,WA|2014|Independent|Female
6358,2014,WA,Independent,Persons,84.3,WA|2014|Independent|Persons
6363,2014,WA,All affiliations,Male,85.9,WA|2014|All affiliations|Male
6368,2014,WA,All affiliations,Female,93.1,WA|2014|All affiliations|Female
6373,2014,WA,All affiliations,Persons,89.3,WA|2014|All affiliations|Persons
6378,2014,Tas,Government,Male,65.0,Tas|2014|Government|Male
6383,2014,Tas,Government,Female,73.9,Tas|2014|Government|Female
6388,2014,Tas,Government,Persons,69.2,Tas|2014|Government|Persons
6393,2014,Tas,Non-Government,Male,67.3,Tas|2014|Non-Government|Male
6398,2014,Tas,Non-Government,Female,66.4,Tas|2014|Non-Government|Female
6403,2014,Tas,Non-Government,Persons,66.8,Tas|2014|Non-Government|Persons
6408,2014,Tas,Catholic,Male,60.3,Tas|2014|Catholic|Male
6413,2014,Tas,Catholic,Female,63.1,Tas|2014|Catholic|Female
6418,2014,Tas,Catholic,Persons,61.8,Tas|2014|Catholic|Persons
6423,2014,Tas,Independent,Male,77.4,Tas|2014|Independent|Male
6428,2014,Tas,Independent,Female,71.3,Tas|2014|Independent|Female
6433,2014,Tas,Independent,Persons,74.3,Tas|2014|Independent|Persons
6438,2014,Tas,All affiliations,Male,65.7,Tas|2014|All affiliations|Male
6443,2014,Tas,All affiliations,Female,71.2,Tas|2014|All affiliations|Female
6448,2014,Tas,All affiliations,Persons,68.4,Tas|2014|All affiliations|Persons
6453,2014,NT,Government,Male,54.2,NT|2014|Government|Male
6458,2014,NT,Government,Female,69.1,NT|2014|Government|Female
6463,2014,NT,Government,Persons,61.3,NT|2014|Government|Persons
6468,2014,NT,Non-Government,Male,53.9,NT|2014|Non-Government|Male
6473,2014,NT,Non-Government,Female,57.9,NT|2014|Non-Government|Female
6478,2014,NT,Non-Government,Persons,56.0,NT|2014|Non-Government|Persons
6483,2014,NT,Catholic,Male,51.1,NT|2014|Catholic|Male
6488,2014,NT,Catholic,Female,53.5,NT|2014|Catholic|Female
6493,2014,NT,Catholic,Persons,52.3,NT|2014|Catholic|Persons
6498,2014,NT,Independent,Male,55.7,NT|2014|Independent|Male
6503,2014,NT,Independent,Female,60.7,NT|2014|Independent|Female
6508,2014,NT,Independent,Persons,58.3,NT|2014|Independent|Persons
6513,2014,NT,All affiliations,Male,54.1,NT|2014|All affiliations|Male
6518,2014,NT,All affiliations,Female,65.3,NT|2014|All affiliations|Female
6523,2014,NT,All affiliations,Persons,59.6,NT|2014|All affiliations|Persons
6528,2014,ACT,Government,Male,100.0,ACT|2014|Government|Male
6533,2014,ACT,Government,Female,100.0,ACT|2014|Government|Female
6538,2014,ACT,Government,Persons,100.0,ACT|2014|Government|Persons
6543,2014,ACT,Non-Government,Male,81.1,ACT|2014|Non-Government|Male
6548,2014,ACT,Non-Government,Female,73.2,ACT|2014|Non-Government|Female
6553,2014,ACT,Non-Government,Persons,77.2,ACT|2014|Non-Government|Persons
6558,2014,ACT,Catholic,Male,79.5,ACT|2014|Catholic|Male
6563,2014,ACT,Catholic,Female,67.1,ACT|2014|Catholic|Female
6568,2014,ACT,Catholic,Persons,73.3,ACT|2014|Catholic|Persons
6573,2014,ACT,Independent,Male,84.1,ACT|2014|Independent|Male
6578,2014,ACT,Independent,Female,84.7,ACT|2014|Independent|Female
6583,2014,ACT,Independent,Persons,84.4,ACT|2014|Independent|Persons
6588,2014,ACT,All affiliations,Male,94.1,ACT|2014|All affiliations|Male
6593,2014,ACT,All affiliations,Female,95.2,ACT|2014|All affiliations|Female
6598,2014,ACT,All affiliations,Persons,94.6,ACT|2014|All affiliations|Persons
6603,2013,NSW,Government,Male,67.7,NSW|2013|Government|Male
6608,2013,NSW,Government,Female,77.9,NSW|2013|Government|Female
6613,2013,NSW,Government,Persons,72.7,NSW|2013|Government|Persons
6618,2013,NSW,Non-Government,Male,79.8,NSW|2013|Non-Government|Male
6623,2013,NSW,Non-Government,Female,86.3,NSW|2013|Non-Government|Female
6628,2013,NSW,Non-Government,Persons,83.0,NSW|2013|Non-Government|Persons
6633,2013,NSW,Catholic,Male,76.9,NSW|2013|Catholic|Male
6638,2013,NSW,Catholic,Female,84.0,NSW|2013|Catholic|Female
6643,2013,NSW,Catholic,Persons,80.4,NSW|2013|Catholic|Persons
6648,2013,NSW,Independent,Male,84.7,NSW|2013|Independent|Male
6653,2013,NSW,Independent,Female,90.3,NSW|2013|Independent|Female
6658,2013,NSW,Independent,Persons,87.5,NSW|2013|Independent|Persons
6663,2013,NSW,All affiliations,Male,72.4,NSW|2013|All affiliations|Male
6668,2013,NSW,All affiliations,Female,81.2,NSW|2013|All affiliations|Female
6673,2013,NSW,All affiliations,Persons,76.7,NSW|2013|All affiliations|Persons
6678,2013,Vic,Government,Male,75.9,Vic|2013|Government|Male
6683,2013,Vic,Government,Female,85.2,Vic|2013|Government|Female
6688,2013,Vic,Government,Persons,80.4,Vic|2013|Government|Persons
6693,2013,Vic,Non-Government,Male,85.0,Vic|2013|Non-Government|Male
6698,2013,Vic,Non-Government,Female,91.6,Vic|2013|Non-Government|Female
6703,2013,Vic,Non-Government,Persons,88.3,Vic|2013|Non-Government|Persons
6708,2013,Vic,Catholic,Male,78.7,Vic|2013|Catholic|Male
6713,2013,Vic,Catholic,Female,86.5,Vic|2013|Catholic|Female
6718,2013,Vic,Catholic,Persons,82.7,Vic|2013|Catholic|Persons
6723,2013,Vic,Independent,Male,93.1,Vic|2013|Independent|Male
6728,2013,Vic,Independent,Female,98.4,Vic|2013|Independent|Female
6733,2013,Vic,Independent,Persons,95.7,Vic|2013|Independent|Persons
6738,2013,Vic,All affiliations,Male,79.6,Vic|2013|All affiliations|Male
6743,2013,Vic,All affiliations,Female,88.0,Vic|2013|All affiliations|Female
6748,2013,Vic,All affiliations,Persons,83.7,Vic|2013|All affiliations|Persons
6753,2013,Qld,Government,Male,76.1,Qld|2013|Government|Male
6758,2013,Qld,Government,Female,84.7,Qld|2013|Government|Female
6763,2013,Qld,Government,Persons,80.2,Qld|2013|Government|Persons
6768,2013,Qld,Non-Government,Male,93.4,Qld|2013|Non-Government|Male
6773,2013,Qld,Non-Government,Female,93.8,Qld|2013|Non-Government|Female
6778,2013,Qld,Non-Government,Persons,93.6,Qld|2013|Non-Government|Persons
6783,2013,Qld,Catholic,Male,89.7,Qld|2013|Catholic|Male
6788,2013,Qld,Catholic,Female,91.5,Qld|2013|Catholic|Female
6793,2013,Qld,Catholic,Persons,90.6,Qld|2013|Catholic|Persons
6798,2013,Qld,Independent,Male,97.5,Qld|2013|Independent|Male
6803,2013,Qld,Independent,Female,96.1,Qld|2013|Independent|Female
6808,2013,Qld,Independent,Persons,96.8,Qld|2013|Independent|Persons
6813,2013,Qld,All affiliations,Male,82.3,Qld|2013|All affiliations|Male
6818,2013,Qld,All affiliations,Female,88.2,Qld|2013|All affiliations|Female
6823,2013,Qld,All affiliations,Persons,85.2,Qld|2013|All affiliations|Persons
6828,2013,SA,Government,Male,81.8,SA|2013|Government|Male
6833,2013,SA,Government,Female,93.5,SA|2013|Government|Female
6838,2013,SA,Government,Persons,87.4,SA|2013|Government|Persons
6843,2013,SA,Non-Government,Male,94.4,SA|2013|Non-Government|Male
6848,2013,SA,Non-Government,Female,96.5,SA|2013|Non-Government|Female
6853,2013,SA,Non-Government,Persons,95.4,SA|2013|Non-Government|Persons
6858,2013,SA,Catholic,Male,92.5,SA|2013|Catholic|Male
6863,2013,SA,Catholic,Female,93.0,SA|2013|Catholic|Female
6868,2013,SA,Catholic,Persons,92.7,SA|2013|Catholic|Persons
6873,2013,SA,Independent,Male,96.4,SA|2013|Independent|Male
6878,2013,SA,Independent,Female,100.0,SA|2013|Independent|Female
6883,2013,SA,Independent,Persons,98.3,SA|2013|Independent|Persons
6888,2013,SA,All affiliations,Male,86.7,SA|2013|All affiliations|Male
6893,2013,SA,All affiliations,Female,94.7,SA|2013|All affiliations|Female
6898,2013,SA,All affiliations,Persons,90.6,SA|2013|All affiliations|Persons
6903,2013,WA,Government,Male,78.1,WA|2013|Government|Male
6908,2013,WA,Government,Female,86.7,WA|2013|Government|Female
6913,2013,WA,Government,Persons,82.1,WA|2013|Government|Persons
6918,2013,WA,Non-Government,Male,79.5,WA|2013|Non-Government|Male
6923,2013,WA,Non-Government,Female,85.1,WA|2013|Non-Government|Female
6928,2013,WA,Non-Government,Persons,82.3,WA|2013|Non-Government|Persons
6933,2013,WA,Catholic,Male,77.5,WA|2013|Catholic|Male
6938,2013,WA,Catholic,Female,84.7,WA|2013|Catholic|Female
6943,2013,WA,Catholic,Persons,81.2,WA|2013|Catholic|Persons
6948,2013,WA,Independent,Male,81.3,WA|2013|Independent|Male
6953,2013,WA,Independent,Female,85.4,WA|2013|Independent|Female
6958,2013,WA,Independent,Persons,83.3,WA|2013|Independent|Persons
6963,2013,WA,All affiliations,Male,78.6,WA|2013|All affiliations|Male
6968,2013,WA,All affiliations,Female,86.0,WA|2013|All affiliations|Female
6973,2013,WA,All affiliations,Persons,82.2,WA|2013|All affiliations|Persons
6978,2013,Tas,Government,Male,65.9,Tas|2013|Government|Male
6983,2013,Tas,Government,Female,74.1,Tas|2013|Government|Female
6988,2013,Tas,Government,Persons,69.8,Tas|2013|Government|Persons
6993,2013,Tas,Non-Government,Male,65.6,Tas|2013|Non-Government|Male
6998,2013,Tas,Non-Government,Female,67.1,Tas|2013|Non-Government|Female
7003,2013,Tas,Non-Government,Persons,66.3,Tas|2013|Non-Government|Persons
7008,2013,Tas,Catholic,Male,62.3,Tas|2013|Catholic|Male
7013,2013,Tas,Catholic,Female,63.0,Tas|2013|Catholic|Female
7018,2013,Tas,Catholic,Persons,62.6,Tas|2013|Catholic|Persons
7023,2013,Tas,Independent,Male,70.0,Tas|2013|Independent|Male
7028,2013,Tas,Independent,Female,73.7,Tas|2013|Independent|Female
7033,2013,Tas,Independent,Persons,71.7,Tas|2013|Independent|Persons
7038,2013,Tas,All affiliations,Male,65.8,Tas|2013|All affiliations|Male
7043,2013,Tas,All affiliations,Female,71.7,Tas|2013|All affiliations|Female
7048,2013,Tas,All affiliations,Persons,68.7,Tas|2013|All affiliations|Persons
7053,2013,NT,Government,Male,50.9,NT|2013|Government|Male
7058,2013,NT,Government,Female,62.9,NT|2013|Government|Female
7063,2013,NT,Government,Persons,56.5,NT|2013|Government|Persons
7068,2013,NT,Non-Government,Male,52.7,NT|2013|Non-Government|Male
7073,2013,NT,Non-Government,Female,56.3,NT|2013|Non-Government|Female
7078,2013,NT,Non-Government,Persons,54.4,NT|2013|Non-Government|Persons
7083,2013,NT,Catholic,Male,45.4,NT|2013|Catholic|Male
7088,2013,NT,Catholic,Female,50.8,NT|2013|Catholic|Female
7093,2013,NT,Catholic,Persons,47.8,NT|2013|Catholic|Persons
7098,2013,NT,Independent,Male,58.2,NT|2013|Independent|Male
7103,2013,NT,Independent,Female,59.9,NT|2013|Independent|Female
7108,2013,NT,Independent,Persons,59.0,NT|2013|Independent|Persons
7113,2013,NT,All affiliations,Male,51.5,NT|2013|All affiliations|Male
7118,2013,NT,All affiliations,Female,60.8,NT|2013|All affiliations|Female
7123,2013,NT,All affiliations,Persons,55.8,NT|2013|All affiliations|Persons
7128,2013,ACT,Government,Male,100.0,ACT|2013|Government|Male
7133,2013,ACT,Government,Female,100.0,ACT|2013|Government|Female
7138,2013,ACT,Government,Persons,100.0,ACT|2013|Government|Persons
7143,2013,ACT,Non-Government,Male,78.0,ACT|2013|Non-Government|Male
7148,2013,ACT,Non-Government,Female,78.7,ACT|2013|Non-Government|Female
7153,2013,ACT,Non-Government,Persons,78.3,ACT|2013|Non-Government|Persons
7158,2013,ACT,Catholic,Male,78.0,ACT|2013|Catholic|Male
7163,2013,ACT,Catholic,Female,76.6,ACT|2013|Catholic|Female
7168,2013,ACT,Catholic,Persons,77.3,ACT|2013|Catholic|Persons
7173,2013,ACT,Independent,Male,77.9,ACT|2013|Independent|Male
7178,2013,ACT,Independent,Female,82.5,ACT|2013|Independent|Female
7183,2013,ACT,Independent,Persons,80.2,ACT|2013|Independent|Persons
7188,2013,ACT,All affiliations,Male,89.7,ACT|2013|All affiliations|Male
7193,2013,ACT,All affiliations,Female,93.5,ACT|2013|All affiliations|Female
7198,2013,ACT,All affiliations,Persons,91.6,ACT|2013|All affiliations|Persons
7203,2012,NSW,Government,Male,65.5,NSW|2012|Government|Male
7208,2012,NSW,Government,Female,75.8,NSW|2012|Government|Female
7213,2012,NSW,Government,Persons,70.5,NSW|2012|Government|Persons
7218,2012,NSW,Non-Government,Male,79.7,NSW|2012|Non-Government|Male
7223,2012,NSW,Non-Government,Female,85.0,NSW|2012|Non-Government|Female
7228,2012,NSW,Non-Government,Persons,82.3,NSW|2012|Non-Government|Persons
7233,2012,NSW,Catholic,Male,76.2,NSW|2012|Catholic|Male
7238,2012,NSW,Catholic,Female,82.5,NSW|2012|Catholic|Female
7243,2012,NSW,Catholic,Persons,79.4,NSW|2012|Catholic|Persons
7248,2012,NSW,Independent,Male,85.4,NSW|2012|Independent|Male
7253,2012,NSW,Independent,Female,89.2,NSW|2012|Independent|Female
7258,2012,NSW,Independent,Persons,87.2,NSW|2012|Independent|Persons
7263,2012,NSW,All affiliations,Male,70.8,NSW|2012|All affiliations|Male
7268,2012,NSW,All affiliations,Female,79.3,NSW|2012|All affiliations|Female
7273,2012,NSW,All affiliations,Persons,75.0,NSW|2012|All affiliations|Persons
7278,2012,Vic,Government,Male,71.0,Vic|2012|Government|Male
7283,2012,Vic,Government,Female,83.9,Vic|2012|Government|Female
7288,2012,Vic,Government,Persons,77.2,Vic|2012|Government|Persons
7293,2012,Vic,Non-Government,Male,85.1,Vic|2012|Non-Government|Male
7298,2012,Vic,Non-Government,Female,93.5,Vic|2012|Non-Government|Female
7303,2012,Vic,Non-Government,Persons,89.3,Vic|2012|Non-Government|Persons
7308,2012,Vic,Catholic,Male,78.4,Vic|2012|Catholic|Male
7313,2012,Vic,Catholic,Female,87.4,Vic|2012|Catholic|Female
7318,2012,Vic,Catholic,Persons,82.9,Vic|2012|Catholic|Persons
7323,2012,Vic,Independent,Male,93.9,Vic|2012|Independent|Male
7328,2012,Vic,Independent,Female,100.0,Vic|2012|Independent|Female
7333,2012,Vic,Independent,Persons,97.7,Vic|2012|Independent|Persons
7338,2012,Vic,All affiliations,Male,76.7,Vic|2012|All affiliations|Male
7343,2012,Vic,All affiliations,Female,88.0,Vic|2012|All affiliations|Female
7348,2012,Vic,All affiliations,Persons,82.2,Vic|2012|All affiliations|Persons
7353,2012,Qld,Government,Male,74.5,Qld|2012|Government|Male
7358,2012,Qld,Government,Female,82.7,Qld|2012|Government|Female
7363,2012,Qld,Government,Persons,78.5,Qld|2012|Government|Persons
7368,2012,Qld,Non-Government,Male,92.2,Qld|2012|Non-Government|Male
7373,2012,Qld,Non-Government,Female,93.1,Qld|2012|Non-Government|Female
7378,2012,Qld,Non-Government,Persons,92.7,Qld|2012|Non-Government|Persons
7383,2012,Qld,Catholic,Male,87.0,Qld|2012|Catholic|Male
7388,2012,Qld,Catholic,Female,91.4,Qld|2012|Catholic|Female
7393,2012,Qld,Catholic,Persons,89.2,Qld|2012|Catholic|Persons
7398,2012,Qld,Independent,Male,97.9,Qld|2012|Independent|Male
7403,2012,Qld,Independent,Female,94.8,Qld|2012|Independent|Female
7408,2012,Qld,Independent,Persons,96.3,Qld|2012|Independent|Persons
7413,2012,Qld,All affiliations,Male,80.9,Qld|2012|All affiliations|Male
7418,2012,Qld,All affiliations,Female,86.7,Qld|2012|All affiliations|Female
7423,2012,Qld,All affiliations,Persons,83.7,Qld|2012|All affiliations|Persons
7428,2012,SA,Government,Male,77.0,SA|2012|Government|Male
7433,2012,SA,Government,Female,91.9,SA|2012|Government|Female
7438,2012,SA,Government,Persons,84.2,SA|2012|Government|Persons
7443,2012,SA,Non-Government,Male,93.4,SA|2012|Non-Government|Male
7448,2012,SA,Non-Government,Female,98.4,SA|2012|Non-Government|Female
7453,2012,SA,Non-Government,Persons,95.9,SA|2012|Non-Government|Persons
7458,2012,SA,Catholic,Male,91.4,SA|2012|Catholic|Male
7463,2012,SA,Catholic,Female,90.1,SA|2012|Catholic|Female
7468,2012,SA,Catholic,Persons,90.7,SA|2012|Catholic|Persons
7473,2012,SA,Independent,Male,95.5,SA|2012|Independent|Male
7478,2012,SA,Independent,Female,100.0,SA|2012|Independent|Female
7483,2012,SA,Independent,Persons,100.0,SA|2012|Independent|Persons
7488,2012,SA,All affiliations,Male,83.3,SA|2012|All affiliations|Male
7493,2012,SA,All affiliations,Female,94.6,SA|2012|All affiliations|Female
7498,2012,SA,All affiliations,Persons,88.8,SA|2012|All affiliations|Persons
7503,2012,WA,Government,Male,72.6,WA|2012|Government|Male
7508,2012,WA,Government,Female,82.1,WA|2012|Government|Female
7513,2012,WA,Government,Persons,77.1,WA|2012|Government|Persons
7518,2012,WA,Non-Government,Male,80.0,WA|2012|Non-Government|Male
7523,2012,WA,Non-Government,Female,85.8,WA|2012|Non-Government|Female
7528,2012,WA,Non-Government,Persons,82.9,WA|2012|Non-Government|Persons
7533,2012,WA,Catholic,Male,76.6,WA|2012|Catholic|Male
7538,2012,WA,Catholic,Female,84.7,WA|2012|Catholic|Female
7543,2012,WA,Catholic,Persons,80.6,WA|2012|Catholic|Persons
7548,2012,WA,Independent,Male,83.5,WA|2012|Independent|Male
7553,2012,WA,Independent,Female,86.8,WA|2012|Independent|Female
7558,2012,WA,Independent,Persons,85.2,WA|2012|Independent|Persons
7563,2012,WA,All affiliations,Male,75.7,WA|2012|All affiliations|Male
7568,2012,WA,All affiliations,Female,83.7,WA|2012|All affiliations|Female
7573,2012,WA,All affiliations,Persons,79.5,WA|2012|All affiliations|Persons
7578,2012,Tas,Government,Male,64.0,Tas|2012|Government|Male
7583,2012,Tas,Government,Female,71.9,Tas|2012|Government|Female
7588,2012,Tas,Government,Persons,67.8,Tas|2012|Government|Persons
7593,2012,Tas,Non-Government,Male,62.2,Tas|2012|Non-Government|Male
7598,2012,Tas,Non-Government,Female,72.3,Tas|2012|Non-Government|Female
7603,2012,Tas,Non-Government,Persons,67.3,Tas|2012|Non-Government|Persons
7608,2012,Tas,Catholic,Male,55.2,Tas|2012|Catholic|Male
7613,2012,Tas,Catholic,Female,66.4,Tas|2012|Catholic|Female
7618,2012,Tas,Catholic,Persons,61.0,Tas|2012|Catholic|Persons
7623,2012,Tas,Independent,Male,71.5,Tas|2012|Independent|Male
7628,2012,Tas,Independent,Female,81.1,Tas|2012|Independent|Female
7633,2012,Tas,Independent,Persons,76.2,Tas|2012|Independent|Persons
7638,2012,Tas,All affiliations,Male,63.4,Tas|2012|All affiliations|Male
7643,2012,Tas,All affiliations,Female,72.0,Tas|2012|All affiliations|Female
7648,2012,Tas,All affiliations,Persons,67.6,Tas|2012|All affiliations|Persons
7653,2012,NT,Government,Male,61.1,NT|2012|Government|Male
7658,2012,NT,Government,Female,63.3,NT|2012|Government|Female
7663,2012,NT,Government,Persons,62.1,NT|2012|Government|Persons
7668,2012,NT,Non-Government,Male,40.9,NT|2012|Non-Government|Male
