year,state_name,Affiliation,School Level,Student to Teaching Staff Ratio
2012,g NT,d Independent,b Secondary school,11.0
2012,g NT,d Independent,c All Levels,12.7
2012,g NT,e All Affiliations,a Primary school,12.2
2012,g NT,e All Affiliations,b Secondary school,10.3
2012,g NT,e All Affiliations,c All Levels,11.4
2012,h ACT,a Government,a Primary school,13.8
2012,h ACT,a Government,b Secondary school,11.8
2012,h ACT,a Government,c All Levels,12.9
2012,h ACT,b Non-Government,a Primary school,17.0
2012,h ACT,b Non-Government,b Secondary school,12.5
2012,h ACT,b Non-Government,c All Levels,14.4
2012,h ACT,c Catholic,a Primary school,18.5
2012,h ACT,c Catholic,b Secondary school,13.8
2012,h ACT,c Catholic,c All Levels,15.8
2012,h ACT,d Independent,a Primary school,14.6
2012,h ACT,d Independent,b Secondary school,10.8
2012,h ACT,d Independent,c All Levels,12.3
2012,h ACT,e All Affiliations,a Primary school,14.9
2012,h ACT,e All Affiliations,b Secondary school,12.1
2012,h ACT,e All Affiliations,c All Levels,13.5
2012,i Aust.,a Government,a Primary school,15.2
2012,i Aust.,a Government,b Secondary school,12.3
2012,i Aust.,a Government,c All Levels,13.9
2012,i Aust.,b Non-Government,a Primary school,16.2
2012,i Aust.,b Non-Government,b Secondary school,11.5
2012,i Aust.,b Non-Government,c All Levels,13.6
2012,i Aust.,c Catholic,a Primary school,17.4
2012,i Aust.,c Catholic,b Secondary school,12.7
2012,i Aust.,c Catholic,c All Levels,14.9
2012,i Aust.,d Independent,a Primary school,14.6
2012,i Aust.,d Independent,b Secondary school,10.3
2012,i Aust.,d Independent,c All Levels,12.0
2012,i Aust.,e All Affiliations,a Primary school,15.5
2012,i Aust.,e All Affiliations,b Secondary school,12.0
2012,i Aust.,e All Affiliations,c All Levels,13.8
2011,a NSW,a Government,a Primary school,15.5
2011,a NSW,a Government,b Secondary school,12.5
2011,a NSW,a Government,c All Levels,14.1
2011,a NSW,b Non-Government,a Primary school,16.6
2011,a NSW,b Non-Government,b Secondary school,11.8
2011,a NSW,b Non-Government,c All Levels,13.8
2011,a NSW,c Catholic,a Primary school,18.2
2011,a NSW,c Catholic,b Secondary school,13.0
2011,a NSW,c Catholic,c All Levels,15.3
2011,a NSW,d Independent,a Primary school,14.2
2011,a NSW,d Independent,b Secondary school,10.3
2011,a NSW,d Independent,c All Levels,11.8
2011,a NSW,e All Affiliations,a Primary school,15.9
2011,a NSW,e All Affiliations,b Secondary school,12.2
2011,a NSW,e All Affiliations,c All Levels,14.0
2011,b Vic.,a Government,a Primary school,15.4
2011,b Vic.,a Government,b Secondary school,11.7
2011,b Vic.,a Government,c All Levels,13.6
2011,b Vic.,b Non-Government,a Primary school,14.9
2011,b Vic.,b Non-Government,b Secondary school,11.1
2011,b Vic.,b Non-Government,c All Levels,12.7
2011,b Vic.,c Catholic,a Primary school,16.3
2011,b Vic.,c Catholic,b Secondary school,12.6
2011,b Vic.,c Catholic,c All Levels,14.4
2011,b Vic.,d Independent,a Primary school,12.6
2011,b Vic.,d Independent,b Secondary school,9.7
2011,b Vic.,d Independent,c All Levels,10.7
2011,b Vic.,e All Affiliations,a Primary school,15.2
2011,b Vic.,e All Affiliations,b Secondary school,11.5
2011,b Vic.,e All Affiliations,c All Levels,13.3
2011,c Qld,a Government,a Primary school,15.3
2011,c Qld,a Government,b Secondary school,12.5
2011,c Qld,a Government,c All Levels,14.2
2011,c Qld,b Non-Government,a Primary school,17.5
2011,c Qld,b Non-Government,b Secondary school,12.2
2011,c Qld,b Non-Government,c All Levels,14.7
2011,c Qld,c Catholic,a Primary school,18.2
2011,c Qld,c Catholic,b Secondary school,12.8
2011,c Qld,c Catholic,c All Levels,15.5
2011,c Qld,d Independent,a Primary school,16.7
2011,c Qld,d Independent,b Secondary school,11.7
2011,c Qld,d Independent,c All Levels,13.8
2011,c Qld,e All Affiliations,a Primary school,15.9
2011,c Qld,e All Affiliations,b Secondary school,12.4
2011,c Qld,e All Affiliations,c All Levels,14.4
2011,d SA,a Government,a Primary school,14.9
2011,d SA,a Government,b Secondary school,13.4
2011,d SA,a Government,c All Levels,14.3
2011,d SA,b Non-Government,a Primary school,16.1
2011,d SA,b Non-Government,b Secondary school,11.7
2011,d SA,b Non-Government,c All Levels,13.8
2011,d SA,c Catholic,a Primary school,16.5
2011,d SA,c Catholic,b Secondary school,12.3
2011,d SA,c Catholic,c All Levels,14.4
2011,d SA,d Independent,a Primary school,15.6
2011,d SA,d Independent,b Secondary school,11.1
2011,d SA,d Independent,c All Levels,13.2
2011,d SA,e All Affiliations,a Primary school,15.3
2011,d SA,e All Affiliations,b Secondary school,12.7
2011,d SA,e All Affiliations,c All Levels,14.1
2011,e WA,a Government,a Primary school,15.6
2011,e WA,a Government,b Secondary school,11.4
2011,e WA,a Government,c All Levels,14.0
2011,e WA,b Non-Government,a Primary school,17.1
2011,e WA,b Non-Government,b Secondary school,10.9
2011,e WA,b Non-Government,c All Levels,13.8
2011,e WA,c Catholic,a Primary school,17.8
2011,e WA,c Catholic,b Secondary school,12.2
2011,e WA,c Catholic,c All Levels,15.0
2011,e WA,d Independent,a Primary school,16.4
2011,e WA,d Independent,b Secondary school,10.0
2011,e WA,d Independent,c All Levels,12.6
2011,e WA,e All Affiliations,a Primary school,16.0
2011,e WA,e All Affiliations,b Secondary school,11.2
2011,e WA,e All Affiliations,c All Levels,13.9
2011,f Tas.,a Government,a Primary school,14.3
2011,f Tas.,a Government,b Secondary school,13.0
2011,f Tas.,a Government,c All Levels,13.7
2011,f Tas.,b Non-Government,a Primary school,16.1
2011,f Tas.,b Non-Government,b Secondary school,11.5
2011,f Tas.,b Non-Government,c All Levels,13.3
2011,f Tas.,c Catholic,a Primary school,18.2
2011,f Tas.,c Catholic,b Secondary school,13.0
2011,f Tas.,c Catholic,c All Levels,15.3
2011,f Tas.,d Independent,a Primary school,13.1
2011,f Tas.,d Independent,b Secondary school,9.9
2011,f Tas.,d Independent,c All Levels,11.1
2011,f Tas.,e All Affiliations,a Primary school,14.7
2011,f Tas.,e All Affiliations,b Secondary school,12.5
2011,f Tas.,e All Affiliations,c All Levels,13.6
2011,g NT,a Government,a Primary school,11.8
2011,g NT,a Government,b Secondary school,10.5
2011,g NT,a Government,c All Levels,11.3
2011,g NT,b Non-Government,a Primary school,15.5
2011,g NT,b Non-Government,b Secondary school,10.5
2011,g NT,b Non-Government,c All Levels,12.5
2011,g NT,c Catholic,a Primary school,15.1
2011,g NT,c Catholic,b Secondary school,10.4
2011,g NT,c Catholic,c All Levels,12.8
2011,g NT,d Independent,a Primary school,15.9
2011,g NT,d Independent,b Secondary school,10.5
2011,g NT,d Independent,c All Levels,12.3
2011,g NT,e All Affiliations,a Primary school,12.4
2011,g NT,e All Affiliations,b Secondary school,10.5
2011,g NT,e All Affiliations,c All Levels,11.6
2011,h ACT,a Government,a Primary school,13.7
2011,h ACT,a Government,b Secondary school,11.8
2011,h ACT,a Government,c All Levels,12.8
2011,h ACT,b Non-Government,a Primary school,17.3
2011,h ACT,b Non-Government,b Secondary school,12.7
2011,h ACT,b Non-Government,c All Levels,14.6
2011,h ACT,c Catholic,a Primary school,18.3
2011,h ACT,c Catholic,b Secondary school,14.0
2011,h ACT,c Catholic,c All Levels,15.9
2011,h ACT,d Independent,a Primary school,15.6
2011,h ACT,d Independent,b Secondary school,10.9
2011,h ACT,d Independent,c All Levels,12.7
2011,h ACT,e All Affiliations,a Primary school,15.0
2011,h ACT,e All Affiliations,b Secondary school,12.2
2011,h ACT,e All Affiliations,c All Levels,13.5
2011,i Aust.,a Government,a Primary school,15.3
2011,i Aust.,a Government,b Secondary school,12.2
2011,i Aust.,a Government,c All Levels,13.9
2011,i Aust.,b Non-Government,a Primary school,16.4
2011,i Aust.,b Non-Government,b Secondary school,11.6
2011,i Aust.,b Non-Government,c All Levels,13.6
2011,i Aust.,c Catholic,a Primary school,17.5
2011,i Aust.,c Catholic,b Secondary school,12.8
2011,i Aust.,c Catholic,c All Levels,15.0
2011,i Aust.,d Independent,a Primary school,14.8
2011,i Aust.,d Independent,b Secondary school,10.4
2011,i Aust.,d Independent,c All Levels,12.1
2011,i Aust.,e All Affiliations,a Primary school,15.6
2011,i Aust.,e All Affiliations,b Secondary school,12.0
2011,i Aust.,e All Affiliations,c All Levels,13.8
2010,a NSW,a Government,a Primary School,15.7
2010,a NSW,a Government,b Secondary School,12.5
2010,a NSW,a Government,c All Levels,14.2
2010,a NSW,b Non-Government,a Primary School,16.7
2010,a NSW,b Non-Government,b Secondary School,11.9
2010,a NSW,b Non-Government,c All Levels,13.9
2010,a NSW,c Catholic,a Primary School,18.3
2010,a NSW,c Catholic,b Secondary School,13.1
2010,a NSW,c Catholic,c All Levels,15.3
2010,a NSW,d Independent,a Primary School,14.4
2010,a NSW,d Independent,b Secondary School,10.3
2010,a NSW,d Independent,c All Levels,11.9
2010,a NSW,e All Affiliations,a Primary School,16.0
2010,a NSW,e All Affiliations,b Secondary School,12.3
2010,a NSW,e All Affiliations,c All Levels,14.1
2010,b Vic.,a Government,a Primary School,15.6
2010,b Vic.,a Government,b Secondary School,11.8
2010,b Vic.,a Government,c All Levels,13.8
2010,b Vic.,b Non-Government,a Primary School,15.0
2010,b Vic.,b Non-Government,b Secondary School,11.3
2010,b Vic.,b Non-Government,c All Levels,12.8
2010,b Vic.,c Catholic,a Primary School,16.4
2010,b Vic.,c Catholic,b Secondary School,12.7
2010,b Vic.,c Catholic,c All Levels,14.4
2010,b Vic.,d Independent,a Primary School,12.8
2010,b Vic.,d Independent,b Secondary School,9.9
2010,b Vic.,d Independent,c All Levels,10.9
2010,b Vic.,e All Affiliations,a Primary School,15.4
2010,b Vic.,e All Affiliations,b Secondary School,11.6
2010,b Vic.,e All Affiliations,c All Levels,13.4
2010,c Qld,a Government,a Primary School,15.4
2010,c Qld,a Government,b Secondary School,12.6
2010,c Qld,a Government,c All Levels,14.3
2010,c Qld,b Non-Government,a Primary School,17.5
2010,c Qld,b Non-Government,b Secondary School,12.4
2010,c Qld,b Non-Government,c All Levels,14.8
2010,c Qld,c Catholic,a Primary School,18.1
2010,c Qld,c Catholic,b Secondary School,12.9
2010,c Qld,c Catholic,c All Levels,15.5
2010,c Qld,d Independent,a Primary School,16.7
2010,c Qld,d Independent,b Secondary School,11.9
2010,c Qld,d Independent,c All Levels,13.9
2010,c Qld,e All Affiliations,a Primary School,16.0
2010,c Qld,e All Affiliations,b Secondary School,12.5
2010,c Qld,e All Affiliations,c All Levels,14.4
2010,d SA,a Government,a Primary School,15.3
2010,d SA,a Government,b Secondary School,13.0
2010,d SA,a Government,c All Levels,14.4
2010,d SA,b Non-Government,a Primary School,16.3
2010,d SA,b Non-Government,b Secondary School,11.7
2010,d SA,b Non-Government,c All Levels,13.9
2010,d SA,c Catholic,a Primary School,16.8
2010,d SA,c Catholic,b Secondary School,12.1
2010,d SA,c Catholic,c All Levels,14.5
2010,d SA,d Independent,a Primary School,15.7
2010,d SA,d Independent,b Secondary School,11.3
2010,d SA,d Independent,c All Levels,13.4
2010,d SA,e All Affiliations,a Primary School,15.6
2010,d SA,e All Affiliations,b Secondary School,12.5
2010,d SA,e All Affiliations,c All Levels,14.2
2010,e WA,a Government,a Primary School,15.4
2010,e WA,a Government,b Secondary School,11.2
2010,e WA,a Government,c All Levels,13.8
2010,e WA,b Non-Government,a Primary School,17.4
2010,e WA,b Non-Government,b Secondary School,11.0
2010,e WA,b Non-Government,c All Levels,13.8
2010,e WA,c Catholic,a Primary School,18.4
2010,e WA,c Catholic,b Secondary School,12.1
2010,e WA,c Catholic,c All Levels,15.2
2010,e WA,d Independent,a Primary School,16.3
2010,e WA,d Independent,b Secondary School,10.1
2010,e WA,d Independent,c All Levels,12.5
2010,e WA,e All Affiliations,a Primary School,16.0
2010,e WA,e All Affiliations,b Secondary School,11.1
2010,e WA,e All Affiliations,c All Levels,13.8
2010,f Tas.,a Government,a Primary School,14.3
2010,f Tas.,a Government,b Secondary School,13.1
2010,f Tas.,a Government,c All Levels,13.7
2010,f Tas.,b Non-Government,a Primary School,16.3
2010,f Tas.,b Non-Government,b Secondary School,11.9
2010,f Tas.,b Non-Government,c All Levels,13.7
2010,f Tas.,c Catholic,a Primary School,18.4
2010,f Tas.,c Catholic,b Secondary School,13.4
2010,f Tas.,c Catholic,c All Levels,15.6
2010,f Tas.,d Independent,a Primary School,13.4
2010,f Tas.,d Independent,b Secondary School,10.3
2010,f Tas.,d Independent,c All Levels,11.5
2010,f Tas.,e All Affiliations,a Primary School,14.7
2010,f Tas.,e All Affiliations,b Secondary School,12.7
2010,f Tas.,e All Affiliations,c All Levels,13.7
2010,g NT,a Government,a Primary School,12.2
2010,g NT,a Government,b Secondary School,11.0
2010,g NT,a Government,c All Levels,11.7
2010,g NT,b Non-Government,a Primary School,15.8
2010,g NT,b Non-Government,b Secondary School,10.5
2010,g NT,b Non-Government,c All Levels,12.6
2010,g NT,c Catholic,a Primary School,15.2
2010,g NT,c Catholic,b Secondary School,10.9
2010,g NT,c Catholic,c All Levels,13.1
2010,g NT,d Independent,a Primary School,16.5
2010,g NT,d Independent,b Secondary School,10.3
2010,g NT,d Independent,c All Levels,12.3
2010,g NT,e All Affiliations,a Primary School,12.8
2010,g NT,e All Affiliations,b Secondary School,10.9
2010,g NT,e All Affiliations,c All Levels,11.9
2010,h ACT,a Government,a Primary School,13.5
2010,h ACT,a Government,b Secondary School,11.5
2010,h ACT,a Government,c All Levels,12.5
2010,h ACT,b Non-Government,a Primary School,17.1
2010,h ACT,b Non-Government,b Secondary School,13.2
2010,h ACT,b Non-Government,c All Levels,14.9
2010,h ACT,c Catholic,a Primary School,18.4
2010,h ACT,c Catholic,b Secondary School,14.4
2010,h ACT,c Catholic,c All Levels,16.2
2010,h ACT,d Independent,a Primary School,14.9
2010,h ACT,d Independent,b Secondary School,11.4
2010,h ACT,d Independent,c All Levels,12.8
2010,h ACT,e All Affiliations,a Primary School,14.8
2010,h ACT,e All Affiliations,b Secondary School,12.2
2010,h ACT,e All Affiliations,c All Levels,13.4
2010,i Aust.,a Government,a Primary School,15.4
2010,i Aust.,a Government,b Secondary School,12.3
2010,i Aust.,a Government,c All Levels,14.0
2010,i Aust.,b Non-Government,a Primary School,16.5
2010,i Aust.,b Non-Government,b Secondary School,11.7
2010,i Aust.,b Non-Government,c All Levels,13.7
2010,i Aust.,c Catholic,a Primary School,17.6
2010,i Aust.,c Catholic,b Secondary School,12.8
2010,i Aust.,c Catholic,c All Levels,15.1
2010,i Aust.,d Independent,a Primary School,14.9
2010,i Aust.,d Independent,b Secondary School,10.5
2010,i Aust.,d Independent,c All Levels,12.2
2010,i Aust.,e All Affiliations,a Primary School,15.7
2010,i Aust.,e All Affiliations,b Secondary School,12.0
2010,i Aust.,e All Affiliations,c All Levels,13.9
2009,a NSW,a Government,a Primary School,15.9
2009,a NSW,a Government,b Secondary School,12.4
2009,a NSW,a Government,c All Levels,14.2
2009,a NSW,b Non-Government,a Primary School,16.8
2009,a NSW,b Non-Government,b Secondary School,11.8
2009,a NSW,b Non-Government,c All Levels,13.8
2009,a NSW,c Catholic,a Primary School,18.3
2009,a NSW,c Catholic,b Secondary School,13.0
2009,a NSW,c Catholic,c All Levels,15.3
2009,a NSW,d Independent,a Primary School,14.5
2009,a NSW,d Independent,b Secondary School,10.2
2009,a NSW,d Independent,c All Levels,11.8
2009,a NSW,e All Affiliations,a Primary School,16.1
2009,a NSW,e All Affiliations,b Secondary School,12.2
2009,a NSW,e All Affiliations,c All Levels,14.1
2009,b Vic.,a Government,a Primary School,15.7
2009,b Vic.,a Government,b Secondary School,11.9
2009,b Vic.,a Government,c All Levels,13.8
2009,b Vic.,b Non-Government,a Primary School,15.1
2009,b Vic.,b Non-Government,b Secondary School,11.2
2009,b Vic.,b Non-Government,c All Levels,12.8
2009,b Vic.,c Catholic,a Primary School,16.5
2009,b Vic.,c Catholic,b Secondary School,12.7
2009,b Vic.,c Catholic,c All Levels,14.4
2009,b Vic.,d Independent,a Primary School,12.7
2009,b Vic.,d Independent,b Secondary School,9.9
2009,b Vic.,d Independent,c All Levels,10.8
2009,b Vic.,e All Affiliations,a Primary School,15.5
2009,b Vic.,e All Affiliations,b Secondary School,11.6
2009,b Vic.,e All Affiliations,c All Levels,13.4
2009,c Qld,a Government,a Primary School,15.4
2009,c Qld,a Government,b Secondary School,12.7
2009,c Qld,a Government,c All Levels,14.3
2009,c Qld,b Non-Government,a Primary School,17.7
2009,c Qld,b Non-Government,b Secondary School,12.2
2009,c Qld,b Non-Government,c All Levels,14.7
2009,c Qld,c Catholic,a Primary School,18.3
2009,c Qld,c Catholic,b Secondary School,12.7
2009,c Qld,c Catholic,c All Levels,15.5
2009,c Qld,d Independent,a Primary School,16.9
2009,c Qld,d Independent,b Secondary School,11.8
2009,c Qld,d Independent,c All Levels,13.9
2009,c Qld,e All Affiliations,a Primary School,16.0
2009,c Qld,e All Affiliations,b Secondary School,12.5
2009,c Qld,e All Affiliations,c All Levels,14.4
2009,d SA,a Government,a Primary School,15.4
2009,d SA,a Government,b Secondary School,12.9
2009,d SA,a Government,c All Levels,14.4
2009,d SA,b Non-Government,a Primary School,16.4
2009,d SA,b Non-Government,b Secondary School,11.7
2009,d SA,b Non-Government,c All Levels,14.0
2009,d SA,c Catholic,a Primary School,17.1
2009,d SA,c Catholic,b Secondary School,12.2
2009,d SA,c Catholic,c All Levels,14.7
2009,d SA,d Independent,a Primary School,15.7
2009,d SA,d Independent,b Secondary School,11.3
2009,d SA,d Independent,c All Levels,13.4
2009,d SA,e All Affiliations,a Primary School,15.7
2009,d SA,e All Affiliations,b Secondary School,12.4
2009,d SA,e All Affiliations,c All Levels,14.2
2009,e WA,a Government,a Primary School,15.2
2009,e WA,a Government,b Secondary School,11.7
2009,e WA,a Government,c All Levels,13.8
2009,e WA,b Non-Government,a Primary School,16.8
2009,e WA,b Non-Government,b Secondary School,11.7
2009,e WA,b Non-Government,c All Levels,13.9
2009,e WA,c Catholic,a Primary School,17.7
2009,e WA,c Catholic,b Secondary School,12.8
2009,e WA,c Catholic,c All Levels,15.2
2009,e WA,d Independent,a Primary School,15.7
2009,e WA,d Independent,b Secondary School,10.9
2009,e WA,d Independent,c All Levels,12.7
2009,e WA,e All Affiliations,a Primary School,15.7
2009,e WA,e All Affiliations,b Secondary School,11.7
2009,e WA,e All Affiliations,c All Levels,13.8
2009,f Tas.,a Government,a Primary School,14.8
2009,f Tas.,a Government,b Secondary School,12.9
2009,f Tas.,a Government,c All Levels,13.9
2009,f Tas.,b Non-Government,a Primary School,16.0
2009,f Tas.,b Non-Government,b Secondary School,11.9
2009,f Tas.,b Non-Government,c All Levels,13.6
2009,f Tas.,c Catholic,a Primary School,18.6
2009,f Tas.,c Catholic,b Secondary School,13.4
2009,f Tas.,c Catholic,c All Levels,15.7
2009,f Tas.,d Independent,a Primary School,12.7
2009,f Tas.,d Independent,b Secondary School,10.4
2009,f Tas.,d Independent,c All Levels,11.2
2009,f Tas.,e All Affiliations,a Primary School,15.1
2009,f Tas.,e All Affiliations,b Secondary School,12.6
2009,f Tas.,e All Affiliations,c All Levels,13.8
2009,g NT,a Government,a Primary School,12.1
2009,g NT,a Government,b Secondary School,10.6
2009,g NT,a Government,c All Levels,11.5
2009,g NT,b Non-Government,a Primary School,15.5
2009,g NT,b Non-Government,b Secondary School,10.5
2009,g NT,b Non-Government,c All Levels,12.5
2009,g NT,c Catholic,a Primary School,15.1
2009,g NT,c Catholic,b Secondary School,11.2
2009,g NT,c Catholic,c All Levels,13.3
2009,g NT,d Independent,a Primary School,16.1
2009,g NT,d Independent,b Secondary School,10.0
2009,g NT,d Independent,c All Levels,11.9
2009,g NT,e All Affiliations,a Primary School,12.8
2009,g NT,e All Affiliations,b Secondary School,10.5
2009,g NT,e All Affiliations,c All Levels,11.8
2009,h ACT,a Government,a Primary School,13.9
2009,h ACT,a Government,b Secondary School,11.6
2009,h ACT,a Government,c All Levels,12.7
2009,h ACT,b Non-Government,a Primary School,17.0
2009,h ACT,b Non-Government,b Secondary School,13.0
2009,h ACT,b Non-Government,c All Levels,14.7
2009,h ACT,c Catholic,a Primary School,18.6
2009,h ACT,c Catholic,b Secondary School,14.0
2009,h ACT,c Catholic,c All Levels,16.0
2009,h ACT,d Independent,a Primary School,14.1
2009,h ACT,d Independent,b Secondary School,11.4
2009,h ACT,d Independent,c All Levels,12.5
2009,h ACT,e All Affiliations,a Primary School,15.0
2009,h ACT,e All Affiliations,b Secondary School,12.2
2009,h ACT,e All Affiliations,c All Levels,13.5
2009,i Aust.,a Government,a Primary School,15.5
2009,i Aust.,a Government,b Secondary School,12.3
2009,i Aust.,a Government,c All Levels,14.0
2009,i Aust.,b Non-Government,a Primary School,16.5
2009,i Aust.,b Non-Government,b Secondary School,11.7
2009,i Aust.,b Non-Government,c All Levels,13.7
2009,i Aust.,c Catholic,a Primary School,17.6
2009,i Aust.,c Catholic,b Secondary School,12.8
2009,i Aust.,c Catholic,c All Levels,15.1
2009,i Aust.,d Independent,a Primary School,14.8
2009,i Aust.,d Independent,b Secondary School,10.6
2009,i Aust.,d Independent,c All Levels,12.2
2009,i Aust.,e All Affiliations,a Primary School,15.8
2009,i Aust.,e All Affiliations,b Secondary School,12.0
2009,i Aust.,e All Affiliations,c All Levels,13.9
2008,a NSW,a Government,a Primary School,15.9
2008,a NSW,a Government,b Secondary School,12.4
2008,a NSW,a Government,c All Levels,14.3
2008,a NSW,b Non-Government,a Primary School,16.8
2008,a NSW,b Non-Government,b Secondary School,11.6
2008,a NSW,b Non-Government,c All Levels,13.7
2008,a NSW,c Catholic,a Primary School,18.3
2008,a NSW,c Catholic,b Secondary School,12.9
2008,a NSW,c Catholic,c All Levels,15.2
2008,a NSW,d Independent,a Primary School,14.4
2008,a NSW,d Independent,b Secondary School,10.0
2008,a NSW,d Independent,c All Levels,11.7
2008,a NSW,e All Affiliations,a Primary School,16.2
2008,a NSW,e All Affiliations,b Secondary School,12.1
2008,a NSW,e All Affiliations,c All Levels,14.1
2008,b Vic.,a Government,a Primary School,15.7
2008,b Vic.,a Government,b Secondary School,11.8
2008,b Vic.,a Government,c All Levels,13.8
2008,b Vic.,b Non-Government,a Primary School,15.0
2008,b Vic.,b Non-Government,b Secondary School,11.2
2008,b Vic.,b Non-Government,c All Levels,12.7
2008,b Vic.,c Catholic,a Primary School,16.4
2008,b Vic.,c Catholic,b Secondary School,12.6
2008,b Vic.,c Catholic,c All Levels,14.4
2008,b Vic.,d Independent,a Primary School,12.7
2008,b Vic.,d Independent,b Secondary School,9.9
2008,b Vic.,d Independent,c All Levels,10.8
2008,b Vic.,e All Affiliations,a Primary School,15.5
2008,b Vic.,e All Affiliations,b Secondary School,11.6
2008,b Vic.,e All Affiliations,c All Levels,13.4
2008,c Qld,a Government,a Primary School,15.5
2008,c Qld,a Government,b Secondary School,12.8
2008,c Qld,a Government,c All Levels,14.4
2008,c Qld,b Non-Government,a Primary School,17.4
2008,c Qld,b Non-Government,b Secondary School,12.2
2008,c Qld,b Non-Government,c All Levels,14.6
2008,c Qld,c Catholic,a Primary School,18.0
2008,c Qld,c Catholic,b Secondary School,12.8
2008,c Qld,c Catholic,c All Levels,15.4
2008,c Qld,d Independent,a Primary School,16.6
2008,c Qld,d Independent,b Secondary School,11.6
2008,c Qld,d Independent,c All Levels,13.6
2008,c Qld,e All Affiliations,a Primary School,16.0
2008,c Qld,e All Affiliations,b Secondary School,12.6
2008,c Qld,e All Affiliations,c All Levels,14.5
2008,d SA,a Government,a Primary School,15.4
2008,d SA,a Government,b Secondary School,12.6
2008,d SA,a Government,c All Levels,14.3
2008,d SA,b Non-Government,a Primary School,16.2
2008,d SA,b Non-Government,b Secondary School,11.7
2008,d SA,b Non-Government,c All Levels,13.9
2008,d SA,c Catholic,a Primary School,16.9
2008,d SA,c Catholic,b Secondary School,12.4
2008,d SA,c Catholic,c All Levels,14.7
2008,d SA,d Independent,a Primary School,15.5
2008,d SA,d Independent,b Secondary School,11.1
2008,d SA,d Independent,c All Levels,13.1
2008,d SA,e All Affiliations,a Primary School,15.7
2008,d SA,e All Affiliations,b Secondary School,12.2
2008,d SA,e All Affiliations,c All Levels,14.2
2008,e WA,a Government,a Primary School,15.3
2008,e WA,a Government,b Secondary School,11.7
2008,e WA,a Government,c All Levels,13.8
2008,e WA,b Non-Government,a Primary School,17.0
2008,e WA,b Non-Government,b Secondary School,11.8
2008,e WA,b Non-Government,c All Levels,14.0
2008,e WA,c Catholic,a Primary School,18.2
2008,e WA,c Catholic,b Secondary School,12.8
2008,e WA,c Catholic,c All Levels,15.4
2008,e WA,d Independent,a Primary School,15.4
2008,e WA,d Independent,b Secondary School,10.9
2008,e WA,d Independent,c All Levels,12.7
2008,e WA,e All Affiliations,a Primary School,15.8
2008,e WA,e All Affiliations,b Secondary School,11.7
2008,e WA,e All Affiliations,c All Levels,13.9
2008,f Tas.,a Government,a Primary School,15.5
2008,f Tas.,a Government,b Secondary School,13.0
2008,f Tas.,a Government,c All Levels,14.3
2008,f Tas.,b Non-Government,a Primary School,16.5
2008,f Tas.,b Non-Government,b Secondary School,11.9
2008,f Tas.,b Non-Government,c All Levels,13.8
2008,f Tas.,c Catholic,a Primary School,19.0
2008,f Tas.,c Catholic,b Secondary School,13.3
2008,f Tas.,c Catholic,c All Levels,15.8
2008,f Tas.,d Independent,a Primary School,13.2
2008,f Tas.,d Independent,b Secondary School,10.5
2008,f Tas.,d Independent,c All Levels,11.5
2008,f Tas.,e All Affiliations,a Primary School,15.8
2008,f Tas.,e All Affiliations,b Secondary School,12.7
2008,f Tas.,e All Affiliations,c All Levels,14.2
2008,g NT,a Government,a Primary School,12.2
2008,g NT,a Government,b Secondary School,12.9
2008,g NT,a Government,c All Levels,12.4
2008,g NT,b Non-Government,a Primary School,15.5
2008,g NT,b Non-Government,b Secondary School,11.2
2008,g NT,b Non-Government,c All Levels,13.0
2008,g NT,c Catholic,a Primary School,15.6
2008,g NT,c Catholic,b Secondary School,12.5
2008,g NT,c Catholic,c All Levels,14.0
2008,g NT,d Independent,a Primary School,15.5
2008,g NT,d Independent,b Secondary School,10.5
2008,g NT,d Independent,c All Levels,12.2
2008,g NT,e All Affiliations,a Primary School,12.8
2008,g NT,e All Affiliations,b Secondary School,12.3
2008,g NT,e All Affiliations,c All Levels,12.6
2008,h ACT,a Government,a Primary School,13.6
2008,h ACT,a Government,b Secondary School,12.1
2008,h ACT,a Government,c All Levels,12.9
2008,h ACT,b Non-Government,a Primary School,17.3
2008,h ACT,b Non-Government,b Secondary School,12.9
2008,h ACT,b Non-Government,c All Levels,14.7
2008,h ACT,c Catholic,a Primary School,18.6
2008,h ACT,c Catholic,b Secondary School,13.8
2008,h ACT,c Catholic,c All Levels,15.9
2008,h ACT,d Independent,a Primary School,14.8
2008,h ACT,d Independent,b Secondary School,11.4
2008,h ACT,d Independent,c All Levels,12.7
2008,h ACT,e All Affiliations,a Primary School,14.9
2008,h ACT,e All Affiliations,b Secondary School,12.4
2008,h ACT,e All Affiliations,c All Levels,13.6
2008,i Aust.,a Government,a Primary School,15.6
2008,i Aust.,a Government,b Secondary School,12.3
2008,i Aust.,a Government,c All Levels,14.1
2008,i Aust.,b Non-Government,a Primary School,16.4
2008,i Aust.,b Non-Government,b Secondary School,11.6
2008,i Aust.,b Non-Government,c All Levels,13.7
2008,i Aust.,c Catholic,a Primary School,17.6
2008,i Aust.,c Catholic,b Secondary School,12.8
2008,i Aust.,c Catholic,c All Levels,15.0
2008,i Aust.,d Independent,a Primary School,14.7
2008,i Aust.,d Independent,b Secondary School,10.5
2008,i Aust.,d Independent,c All Levels,12.0
2008,i Aust.,e All Affiliations,a Primary School,15.8
